codigo_softland,descripcion,unidad_medida,rubro,prefijo_rubro,subrubro,prefijo_subrubro
6677,Sint azul marino brill Pittsburgh x20L,UN,TALLER,TAL,FERRETERIA,FER
6675,Sint bco brill Pittsburgh x20L,UN,TALLER,TAL,FERRETERIA,FER
6676,Sint rojo* brill Pittsburgh x4L,UN,TALLER,TAL,FERRETERIA,FER
8034,SIRENA DE RETROCESO,UN,TALLER,TAL,ELECTRICIDAD,ELE
4031,SISTEMA DE ALARMA AUTONOMO PARA PROTECCION COMPUTOS,UN,TALLER,TAL,FERRETERIA,FER
6650,Sistema PPS de 3M,UN,TALLER,TAL,FERRETERIA,FER
3023,SOFA CAMA,UN,TALLER,TAL,FERRETERIA,FER
2008,SOGA ENVAINADA,UN,TALLER,TAL,FERRETERIA,FER
6541,SOGA POLIETILENO REVESTIDA DIAM.5MM,MT,TALLER,TAL,FERRETERIA,FER
10490,SOGA PRECINTO ACERADA DE 4 MM X 50 METROS,MT,TALLER,TAL,CONSUMIBLES,CSM
10491,SOGA PRECINTO DE 6MM,MT,TALLER,TAL,CONSUMIBLES,CSM
3011,SOLENOIDE,UN,TALLER,TAL,FERRETERIA,FER
6713,SOPLETE SGK 600 BV,UN,TALLER,TAL,OXICORTE,OXI
6714,SOPLETE SGK 600 RT,UN,TALLER,TAL,OXICORTE,OXI
8050,SOPORTE DE TANQUE,UN,TALLER,TAL,REPUESTOS,RPU
4006,Soporte tapa flow chica para tomar planos horizontales,UN,TALLER,TAL,ELECTRICIDAD,ELE
6720,T.AUTOPERF.12X2 100xBolsa,UN,TALLER,TAL,FERRETERIA,FER
6717,T.E.CUAD. 40X40 - 2,UN,TALLER,TAL,FERRETERIA,FER
6716,T.E.CUAD. 80X80 - 2.0,UN,TALLER,TAL,FERRETERIA,FER
6715,T.E.RECT. 40X80 - 3.2,UN,TALLER,TAL,FERRETERIA,FER
3092,TACHOS DE BASURA,UN,TALLER,TAL,FERRETERIA,FER
6725,TACO DE GOMA CHICO,UN,TALLER,TAL,TACOS,TAC
2042,TACOGRAFOS,UN,TALLER,TAL,FERRETERIA,FER
1,TACOGRAFOS VDO BVDR 2.0,UN,TALLER,TAL,FERRETERIA,FER
12,TACOGRAFOS VDO BVDR 2.0,UN,TALLER,TAL,FERRETERIA,FER
8016,TACOS DE GOMA PARA CINTAS DE SUNCHOS,UN,TALLER,TAL,FERRETERIA,FER
8036,TACOS PARA BOVINAS,UN,TALLER,TAL,FERRETERIA,FER
6764,TANQUE ADICIONAL 1700-700-700,UN,TALLER,TAL,REPUESTOS,RPU
4120,TANQUE DE CLORO CAPACIDAD 230 LTS.,UN,TALLER,TAL,REPUESTOS,RPU
6769,TANQUE PLASTICO DE COMBUSTIBLE,UN,TALLER,TAL,REPUESTOS,RPU
2101,TANQUES COMBUSTIBLES,UN,TALLER,TAL,REPUESTOS,RPU
2099,TANQUES COMBUSTIBLES 700 X 700 X 1500,UN,TALLER,TAL,REPUESTOS,RPU
2096,TANQUES DE COMBUSTIBLES de 1400 x700 x 700,UN,TALLER,TAL,REPUESTOS,RPU
3024,TANQUES DE COMBUSTIBLES de 1800 x700 x 700,UN,TALLER,TAL,REPUESTOS,RPU
2077,TANQUES DE COMBUSTIBLES de 700 x700 x 700,UN,TALLER,TAL,REPUESTOS,RPU
2004,TARJETA,UN,TALLER,TAL,FERRETERIA,FER
4027,TARJETAS FIN DE AÑO,UN,TALLER,TAL,FERRETERIA,FER
3060,TARJETAS PERSONALES,UN,TALLER,TAL,FERRETERIA,FER
4164,TE,UN,TALLER,TAL,FERRETERIA,FER
4157,TECLADO + MOUSE USB,UN,TALLER,TAL,ELECTRICIDAD,ELE
6506,TELEFONO DE ESCRITORIO,UN,TALLER,TAL,FERRETERIA,FER
6505,TELEFONO DE ESCRITORIO INALAMBRICO,UN,TALLER,TAL,FERRETERIA,FER
6752,TELEFONO MODELO 2616,UN,TALLER,TAL,FERRETERIA,FER
8006,TERMICA MONOFASICA DE 25,UN,TALLER,TAL,FERRETERIA,FER
8005,TERMICA TRIFASICA DE 40,UN,TALLER,TAL,FERRETERIA,FER
217,TERMOCONTRAIBLE,MT,TALLER,TAL,FERRETERIA,FER
228,TETRAPOLAR,UN,TALLER,TAL,FERRETERIA,FER
6744,THINER 807 X 20 LTS,UN,TALLER,TAL,FERRETERIA,FER
6563,THINER 807 X 5 LTS,LT,TALLER,TAL,FERRETERIA,FER
6586,THINNER,LT,TALLER,TAL,PINTURA,PIN
4009,TOALLAS HIGIENICO,CJ,TALLER,TAL,FERRETERIA,FER
230,TOMA CORRIENTE STECK,UN,TALLER,TAL,ELECTRICIDAD,ELE
4024,Transmisor de Video color compuesto a Fibra Óptica Multimodo. Marca IFS modelo VT1101M,UN,TALLER,TAL,FERRETERIA,FER
6510,TRAPOS DE LIMPIEZA,KG,TALLER,TAL,CORTE Y ABRASIVOS,CYA
6528,TRAPOS REJILLA GRANDES,UN,TALLER,TAL,CORTE Y ABRASIVOS,CYA
6628,TRIZACT HOOKIT 3000 2075,CJ,TALLER,TAL,FERRETERIA,FER
6972,TUBO LARGO 19mm,UN,TALLER,TAL,HIERROS,HIE
4007,UPS,UN,TALLER,TAL,FERRETERIA,FER
4013,VALES DE ALMUERZO,MI,TALLER,TAL,FERRETERIA,FER
4014,VALES DE MERIENDA,UN,TALLER,TAL,FERRETERIA,FER
8021,VALVULA LLANTA A DISCO,UN,TALLER,TAL,VALVULAS,VAL
40,VARIOS G,M3,TALLER,TAL,FERRETERIA,FER
20,VARIOS NF,LT,TALLER,TAL,FERRETERIA,FER
30,VARIOS NS,LT,TALLER,TAL,FERRETERIA,FER
10,VARIOS U,LT,TALLER,TAL,FERRETERIA,FER
11,VARIOS U M,LT,TALLER,TAL,FERRETERIA,FER
4109,Ventanas y alfombras,UN,TALLER,TAL,FERRETERIA,FER
6681,VENTOSA,UN,TALLER,TAL,FERRETERIA,FER
7001,VULCANIZADO CAMION 275 X 80 X 22.5,UN,TALLER,TAL,FERRETERIA,FER
7002,VULCANIZADO CAMION 295 X 80 X 22.5,UN,TALLER,TAL,FERRETERIA,FER
3070,VULCANIZADO DE NEUMATICO,UN,TALLER,TAL,CUBIERTAS,CUB
6732,WD 40,UN,TALLER,TAL,FERRETERIA,FER
8017,WRAPGUARD,MT,TALLER,TAL,FERRETERIA,FER
4168,ZACARINAS,UN,TALLER,TAL,FERRETERIA,FER
10316,"AUTOGENA COMPLETA CON PICOS, MANGUERAS, MANOMETROS",UN,TALLER,TAL,MANGUERAS,MAN
10271,ACARREO DE GASES,MT/KG,TALLER,TAL,FERRETERIA,FER
10225,ACEITE 208002 CETEC X 5 LITROS,UN,TALLER,TAL,ACEITES,ACE
10068,ACEITE HIDRAULICO BP ISO 46,LT,TALLER,TAL,ACEITES,ACE
10317,ACEITERA,UN,TALLER,TAL,ACEITES,ACE
10090,ACETILENO,KG,TALLER,TAL,OXICORTE,OXI
10526,ACOPLE DE AIRE P/2LINEAS,UN,TALLER,TAL,CONEXIONES,CON
10226,ACOPLE DE MOTOR,UN,TALLER,TAL,CONEXIONES,CON
10407,ACOPLE RAPIDO COMPLETO ART. 127. L.503,UN,TALLER,TAL,CONEXIONES,CON
10083,ACOPLES P/MANGUERA AIRE INSTANTAIRE HEMBRA,UN,TALLER,TAL,CONSUMIBLES,CSM
10026,ACOPLES RAPIDO COMPLETO DE 1/2 CARGA INSTAN,UN,TALLER,TAL,FERRETERIA,FER
10238,ADAPTADOR PARA BOCA LLAVE DE 1/2 A 3/4 BAHCO,UN,TALLER,TAL,CONEXIONES,CON
10239,ADAPTADOR PARA BOCA LLAVE DE 3/4 A 1/2 BAHCO,UN,TALLER,TAL,CONEXIONES,CON
10549,ADAPTADOR TUBO BOCALLAVE,UN,TALLER,TAL,CONEXIONES,CON
10552,AEROSOL DE TINTA PENETRANTE ( MARCA SPOT CHECK ) SKL - WP,UN,TALLER,TAL,FERRETERIA,FER
10553,AEROSOL REVELADOR DE TINTAS PENETRANTE ( MARCA ( MARCA SPOT CHEK ) SKD - S2,UN,TALLER,TAL,FERRETERIA,FER
10479,AGUA DESTILADA,LT,TALLER,TAL,ACEITES,ACE
10314,AGUJEREADORA DE PIE,UN,TALLER,TAL,FERRETERIA,FER
1,AISLANTE INTERIOR,UN,TALLER,TAL,FERRETERIA,FER
10076,ALAMBRE DE FARDO,KG,TALLER,TAL,HIERROS,HIE
10329,ALARGUE DE 45 MTS TRIFASICO,UN,TALLER,TAL,FERRETERIA,FER
10370,ALEMITES 10.1 RECTO,UN,TALLER,TAL,FERRETERIA,FER
10285,ALICATE CORTE LATERAL,UN,TALLER,TAL,HERRAMIENTAS,HER
10287,ALICATE UNIVERSAL,UN,TALLER,TAL,HERRAMIENTAS,HER
10054,ALICATES CORTE DIAGONAL,UN,TALLER,TAL,HERRAMIENTAS,HER
10006,ALQUILER,UN,TALLER,TAL,FERRETERIA,FER
10124,AMOLADORA ANGULAR,UN,TALLER,TAL,HERRAMIENTAS,HER
10193,AMOLADORA DE BANCO,UN,TALLER,TAL,HERRAMIENTAS,HER
10218,AMOLADORA INALAMBRICA,UN,TALLER,TAL,HERRAMIENTAS,HER
10427,ANTEOJO DE SEGURIDAD COLOR NEGRO,UN,TALLER,TAL,FERRETERIA,FER
10158,ANTEOJO DE SEGURIDAD COLOR VERDE,UN,TALLER,TAL,FERRETERIA,FER
10182,ANTI GRANIZO EN PAÑOS,UN,TALLER,TAL,CORTE Y ABRASIVOS,CYA
10015,ANTIHADERENTE PARA SOLDADURA,UN,TALLER,TAL,SOLDADURA,SOL
10073,ANTIPARRAS PARA PLASMA (REDONDO),UN,TALLER,TAL,EPP,EPP
10046,APAREJO A CADENA 2 TONELADAS,UN,TALLER,TAL,TRANSMISION,TRN
10190,APRIETA TUERCA DE 3/8,UN,TALLER,TAL,BULONERIA,BUL
10047,ARCOS DE SIERRAS EXTENSIBLES,UN,TALLER,TAL,CONSUMIBLES,CSM
10419,ARRANCADORES,UN,TALLER,TAL,FERRETERIA,FER
10269,ARRESTALLAMAS O2/C2H2 (OXI-ACETILENO),UN,TALLER,TAL,FERRETERIA,FER
10327,ASPIRADORA,UN,TALLER,TAL,FERRETERIA,FER
10191,ATORNILLADOR ELECTRICO METABO,UN,TALLER,TAL,FERRETERIA,FER
10453,BALASTO,UN,TALLER,TAL,FERRETERIA,FER
10321,"BARRETA 1,2 MTS.",UN,TALLER,TAL,FERRETERIA,FER
10405,BASCULA,UN,TALLER,TAL,FERRETERIA,FER
10458,BASE,UN,TALLER,TAL,FERRETERIA,FER
10441,BASTIDOR,UN,TALLER,TAL,FERRETERIA,FER
10284,BATERIA 12 V 180 AMP,UN,TALLER,TAL,ELECTRICIDAD,ELE
10452,BATERIA 9 VOLTS.,UN,TALLER,TAL,ELECTRICIDAD,ELE
10331,BATERIA DE 12 V 90 AMP,UN,TALLER,TAL,ELECTRICIDAD,ELE
10228,BOCA LLAVE DOBLE EXAGONAL ENCASTRE 1/2 MEDIDA 18 BAHCO,UN,TALLER,TAL,HERRAMIENTAS,HER
10387,BOCALLAVE ENCASTRE DE 1/2 MEDIDA 30 MM,UN,TALLER,TAL,HERRAMIENTAS,HER
10480,BOCALLAVE DE 1 Y 7/16 ENCASTRE DE 3/4,UN,TALLER,TAL,HERRAMIENTAS,HER
10481,"BOCALLAVE DE ALTO IMPACTO 32 MM ENCASTRE DE 1""",UN,TALLER,TAL,HERRAMIENTAS,HER
10482,"BOCALLAVE DE ALTO IMPACTO 38 MM ENCASTRE DE 1""",UN,TALLER,TAL,HERRAMIENTAS,HER
10402,BOCALLAVE DE IMPACTO SATA ENC 3/4 DE 32 MM,UN,TALLER,TAL,HERRAMIENTAS,HER
10214,BOCALLAVE DOBLE EXAGONAL ENCASTRE 1/2 MEDIDA 17 MM BAHCO,UN,TALLER,TAL,HERRAMIENTAS,HER
10211,BOCALLAVE DOBLE EXAGONAL ENCASTRE 1/2 MEDIDA 1/2 BAHCO,UN,TALLER,TAL,HERRAMIENTAS,HER
10249,BOCALLAVE DOBLE EXAGONAL ENCASTRE DE 1/2 MEDIDA 24 MM ALTO IMPACTO LARGO,UN,TALLER,TAL,HERRAMIENTAS,HER
10248,BOCALLAVE DOBLE EXAGONAL ENCASTRE DE 1/2 MEDIDA 24 MM BAHCO LARGO,UN,TALLER,TAL,HERRAMIENTAS,HER
10384,BOCALLAVE ENCASTRE 1/2 MEDIDA 3/4,UN,TALLER,TAL,HERRAMIENTAS,HER
10383,BOCALLAVE ENCASTRE 3/4 MEDIDA 1 1/2,UN,TALLER,TAL,HERRAMIENTAS,HER
10380,BOCALLAVE ENCASTRE 3/4 MEDIDA 28 MM LARGO,UN,TALLER,TAL,HERRAMIENTAS,HER
10381,BOCALLAVE ENCASTRE 3/4 MEDIDA 33 MM LARGO,UN,TALLER,TAL,HERRAMIENTAS,HER
10382,BOCALLAVE ENCASTRE 3/4 MEDIDA 36 MM LARGO,UN,TALLER,TAL,HERRAMIENTAS,HER
10048,BOCALLAVE ENCASTRE DE 1/2 MEDIDA 11/16,UN,TALLER,TAL,HERRAMIENTAS,HER
10243,BOCALLAVE EXAGONAL DE 15 MM,UN,TALLER,TAL,HERRAMIENTAS,HER
10207,BOCALLAVE EXAGONAL ENC 3/4 MEDIDA 32 MM,UN,TALLER,TAL,HERRAMIENTAS,HER
10210,BOCALLAVE EXAGONAL ENCASTRE 3/4 MEDIDA 38 MM,UN,TALLER,TAL,HERRAMIENTAS,HER
10212,BOCALLAVE EXAGONAL ENCASTRE 3/4 MEDIDA 38 MM BAHCO,UN,TALLER,TAL,HERRAMIENTAS,HER
10247,BOCALLAVE EXAGONAL ENCASTRE DE 1/2 MEDIDA 16 MM BAHCO,UN,TALLER,TAL,HERRAMIENTAS,HER
10104,BOCALLAVE HEXAGONAL LARGO MED 30MM CON ENCASTRES 1/2,UN,TALLER,TAL,HERRAMIENTAS,HER
10133,bomba sumergible monofasica,UN,TALLER,TAL,REPUESTOS,RPU
10160,BOMBA TRANSVASADORA DE ACEITES,UN,TALLER,TAL,ACEITES,ACE
10261,BORAX POR 1KG.,UN,TALLER,TAL,FERRETERIA,FER
10497,BROCA MECÁNICA P/PISO HORMIGÓN,UN,TALLER,TAL,CORTE Y ABRASIVOS,CYA
10141,BUSCA POLO,UN,TALLER,TAL,FERRETERIA,FER
10111,"CABEZAL DE COMPRESOR 5,5HP",UN,TALLER,TAL,HERRAMIENTAS,HER
10149,CABINA DE GRALLANADO MODELO C90-75P,UN,TALLER,TAL,FERRETERIA,FER
10418,CABLE,MT,TALLER,TAL,ELECTRICIDAD,ELE
10495,CABLE ESPIRALADO ENGANCHE LUCES PARA SEMI LARGO 5MTS,UN,TALLER,TAL,ELECTRICIDAD,ELE
10252,CABLE FTP,UN,TALLER,TAL,ELECTRICIDAD,ELE
10109,CABLE TRIFASICO 4X4,UN,TALLER,TAL,ELECTRICIDAD,ELE
10251,CABLE UTP,UN,TALLER,TAL,ELECTRICIDAD,ELE
10525,CADENA 80 x mt,MT,TALLER,TAL,TRANSMISION,TRN
10440,CAJA,UN,TALLER,TAL,FERRETERIA,FER
10144,CAJA CRAYONES NEGROS,UN,TALLER,TAL,FERRETERIA,FER
10039,CAJA DE BARBIJOS,CJ,TALLER,TAL,EPP,EPP
10290,CAJA DE HERRAMIENTA METALICA,UN,TALLER,TAL,HERRAMIENTAS,HER
10022,CAJA DE TIZAS,UN,TALLER,TAL,CONSUMIBLES,CSM
10417,CAJA DE UTP,UN,TALLER,TAL,FERRETERIA,FER
10436,CAJA PARED,UN,TALLER,TAL,FERRETERIA,FER
10281,CAJA PLASTICA DE HERRAMIENTAS 320 X 180 X 130,UN,TALLER,TAL,HERRAMIENTAS,HER
10025,"CAJAS DE DISCO DE SENSITIVA 350X3,2X25,4",CJ,TALLER,TAL,CONSUMIBLES,CSM
10181,CALCOS SUBE BAJA,UN,TALLER,TAL,CALCOS Y CARTELES,CYC
10509,CALIBRACION CAUDALIMETRO EN 3 PUNTOS,UN,TALLER,TAL,FERRETERIA,FER
10507,CALIBRACION DE PRESION,UN,TALLER,TAL,FERRETERIA,FER
10508,CALIBRACION DE TEMPERATURA,UN,TALLER,TAL,FERRETERIA,FER
10221,CALIBRE,UN,TALLER,TAL,HERRAMIENTAS,HER
10313,CAMILLA CON RUEDAS,UN,TALLER,TAL,FERRETERIA,FER
10041,CAMPERAS PARA SOLDAR XXL (GRANDES),UN,TALLER,TAL,ROPA,ROP
10292,CANDADO,UN,TALLER,TAL,FERRETERIA,FER
10188,CANDADO SEKUR 26,UN,TALLER,TAL,FERRETERIA,FER
10035,CANDADO SEKUR 50,UN,TALLER,TAL,CONSUMIBLES,CSM
10438,CAÑO,UN,TALLER,TAL,HIERROS,HIE
10461,CARETA FOTOSENSIBLE,UN,TALLER,TAL,FERRETERIA,FER
10266,CARETA PLASTICA FRAVIDA VISOR LEVADIZO,UN,TALLER,TAL,FERRETERIA,FER
10088,CARGA DE GAS DE 45KG,KG,TALLER,TAL,FERRETERIA,FER
10062,CARGADOR DE BATERIA CHICO,UN,TALLER,TAL,ELECTRICIDAD,ELE
10283,CARGADOR Y ARRANCADOR DE BATERIAS PARA 12 Y 24 VOLT MINIMO 400 AMP,UN,TALLER,TAL,ELECTRICIDAD,ELE
10315,CARRO PARA AUTOGENA,UN,TALLER,TAL,FERRETERIA,FER
10011,CAUDALIMETROS PARA CO2,UN,TALLER,TAL,FERRETERIA,FER
10531,CEMENTO VULCANIZANTE VIPAL,UN,TALLER,TAL,FERRETERIA,FER
10176,CEPILLO DE ALAMBRE CON MANGO,UN,TALLER,TAL,CONSUMIBLES,CSM
10424,CINTA ADHESIVA DE POLIETILENO,UN,TALLER,TAL,FERRETERIA,FER
10432,CINTA AUTOADHESIVA C/ ANTIDELIZANTE 50 MM DE ANCHO,MT,TALLER,TAL,FERRETERIA,FER
10139,CINTA DE PAPEL,UN,TALLER,TAL,CONSUMIBLES,CSM
10049,CINTA PASA CABLE DE ACERO,UN,TALLER,TAL,ELECTRICIDAD,ELE
10110,CINTAS METRICAS 25 MTS,MT,TALLER,TAL,FERRETERIA,FER
10020,CINTAS METRICAS DE 3 MTS,UN,TALLER,TAL,FERRETERIA,FER
10021,CINTAS METRICAS DE 5 MTS,UN,TALLER,TAL,FERRETERIA,FER
10180,CIRCULOS DE 18MM,UN,TALLER,TAL,CALCOS Y CARTELES,CYC
10077,CLAVOS DE 2´´,KG,TALLER,TAL,FERRETERIA,FER
10241,CLORO,LT,TALLER,TAL,FERRETERIA,FER
10183,COLOCACION,UN,TALLER,TAL,FERRETERIA,FER
10544,COMPRESOR,UN,TALLER,TAL,HERRAMIENTAS,HER
10389,"COMPRESOR DE 2 HP MONOFASICO, CAP. TANQUE 25 LTS.",UN,TALLER,TAL,HERRAMIENTAS,HER
10469,COMPRESOR KAESER ACEITE MINERAL M 460 (SUM TM15) AR-M460,LT,TALLER,TAL,ACEITES,ACE
10473,COMPRESOR KAESER CARTUCHO FILTRANTE AIRE 120 X 92 (6.4432.0),UN,TALLER,TAL,HERRAMIENTAS,HER
10474,COMPRESOR KAESER CARTUCHO SEPARADOR DE ACEITE SK21/24 (6.3792.1),UN,TALLER,TAL,ACEITES,ACE
10470,COMPRESOR KAESER ESTERA DEL FILTRO 530 X 490 X 20 (5.585.0),UN,TALLER,TAL,FILTROS,FIL
10471,COMPRESOR KAESER ESTERA DEL FILTRO AM 335P 171 X 171 (7.4519.0),UN,TALLER,TAL,FILTROS,FIL
10472,COMPRESOR KAESER FILTRO DE ACEITE / H1 (6.3462.1),UN,TALLER,TAL,FILTROS,FIL
10475,COMPRESOR KAESER SERVICE-UNIT ECO-DR.30 (8.2474.10340),UN,TALLER,TAL,HERRAMIENTAS,HER
10444,CONECTOR,UN,TALLER,TAL,CONEXIONES,CON
10122,CONECTOR PARA MOTOR 3HP,UN,TALLER,TAL,CONEXIONES,CON
10092,CONO REDUCCION 2-1,UN,TALLER,TAL,CONEXIONES,CON
10091,CONO REDUCCION 3-2,UN,TALLER,TAL,CONEXIONES,CON
10413,CONTACTORES,UN,TALLER,TAL,FERRETERIA,FER
10537,CONTRAPESO RUEDAS 100 GRAMOS,UN,TALLER,TAL,FERRETERIA,FER
10538,CONTRAPESO RUEDAS 150 GRAMOS,UN,TALLER,TAL,FERRETERIA,FER
10539,CONTRAPESO RUEDAS 200 GRAMOS,UN,TALLER,TAL,FERRETERIA,FER
10540,CONTRAPESO RUEDAS 300 GRAMOS,UN,TALLER,TAL,FERRETERIA,FER
10536,CONTRAPESO RUEDAS 50 GRAMOS,UN,TALLER,TAL,FERRETERIA,FER
10333,CORREA A 34,UN,TALLER,TAL,CONSUMIBLES,CSM
10334,CORREA A 36,UN,TALLER,TAL,TRANSMISION,TRN
10523,CORREA EVER 38,UN,TALLER,TAL,TRANSMISION,TRN
10524,CORREA EVER 41,UN,TALLER,TAL,TRANSMISION,TRN
10477,CORREA A 32,UN,TALLER,TAL,TRANSMISION,TRN
10476,CORREA A 44,UN,TALLER,TAL,TRANSMISION,TRN
10113,CORREA V A 44 REXON,UN,TALLER,TAL,TRANSMISION,TRN
10112,CORREA V A 85 REXON,UN,TALLER,TAL,TRANSMISION,TRN
10478,CORREA PARA MAQUINA A 31,UN,TALLER,TAL,TRANSMISION,TRN
10066,CORTA CAÑO EXTRA REFORZADO TMLH,UN,TALLER,TAL,HIERROS,HIE
10324,CORTA TUBO TELESCOPICO,UN,TALLER,TAL,HIERROS,HIE
10067,CORTADORA DE SENSITIVA 3 HP,UN,TALLER,TAL,FERRETERIA,FER
10050,CRIQUET BOTELLA 12 TONELADAS,UN,TALLER,TAL,FERRETERIA,FER
10396,CRIQUET BOTELLA 20 TONELADAS,UN,TALLER,TAL,CONSUMIBLES,CSM
10428,CRIQUET NEUMATICO,UN,TALLER,TAL,CUBIERTAS,CUB
10061,CUCHILLA P/CORTADORA DE CAÑO MANUAL REPUES,UN,TALLER,TAL,HIERROS,HIE
10246,CUCHILLAS DE CORTE (CUTER),UN,TALLER,TAL,CONSUMIBLES,CSM
10439,CURVAS,UN,TALLER,TAL,FERRETERIA,FER
10466,CUTER,UN,TALLER,TAL,CONSUMIBLES,CSM
10264,DECAPANTE PARA SOLDAR PLATA,UN,TALLER,TAL,SOLDADURA,SOL
10028,DELANTALES PARA SOLDAR,UN,TALLER,TAL,EPP,EPP
10332,DENSIMETRO,UN,TALLER,TAL,FERRETERIA,FER
10486,DESTORNILLADOR PHILIPS,UN,TALLER,TAL,HERRAMIENTAS,HER
10056,DESTORNILLADOR PHILLIPS 6 X 180MM,UN,TALLER,TAL,HERRAMIENTAS,HER
10222,DESTORNILLADOR PLANO,UN,TALLER,TAL,HERRAMIENTAS,HER
10485,DESTORNILLADOR PLANO 2 MM,UN,TALLER,TAL,HERRAMIENTAS,HER
10522,DESTORNILLADOR PLANO GRANDE,UN,TALLER,TAL,HERRAMIENTAS,HER
10300,DESTORNILLADOR PUNTA PHILIPS FUERZA P-3255-25,UN,TALLER,TAL,HERRAMIENTAS,HER
10298,DESTORNILLADOR PUNTA PHILIPS P-3301/100,UN,TALLER,TAL,HERRAMIENTAS,HER
10299,DESTORNILLADOR PUNTA PHILIPS P-3303-150,UN,TALLER,TAL,HERRAMIENTAS,HER
10297,DESTORNILLADOR PUNTA PLANA FUERZA P-3255-25,UN,TALLER,TAL,HERRAMIENTAS,HER
10295,DESTORNILLADOR PUNTA PLANA P-3140-75,UN,TALLER,TAL,HERRAMIENTAS,HER
10296,DESTORNILLADOR PUNTA PLANA P-3155/125,UN,TALLER,TAL,HERRAMIENTAS,HER
10301,DESTORNILLADOR PUNTA TORX BE-8906 T6,UN,TALLER,TAL,HERRAMIENTAS,HER
10302,DESTORNILLADOR PUNTA TORX BE-8907 T7,UN,TALLER,TAL,HERRAMIENTAS,HER
10303,DESTORNILLADOR PUNTA TORX BE-8908 T8,UN,TALLER,TAL,HERRAMIENTAS,HER
10304,DESTORNILLADOR PUNTA TORX BE-8909 T9,UN,TALLER,TAL,HERRAMIENTAS,HER
10305,DESTORNILLADOR PUNTA TORX BE-8910 T10,UN,TALLER,TAL,HERRAMIENTAS,HER
10306,DESTORNILLADOR PUNTA TORX BE-8920 T20,UN,TALLER,TAL,HERRAMIENTAS,HER
10307,DESTORNILLADOR PUNTA TORX BE-8925 T25,UN,TALLER,TAL,HERRAMIENTAS,HER
10308,DESTORNILLADOR PUNTA TORX BE-8927 T27,UN,TALLER,TAL,HERRAMIENTAS,HER
10309,DESTORNILLADOR PUNTA TORX BE-8930 T30,UN,TALLER,TAL,HERRAMIENTAS,HER
10310,DESTORNILLADOR PUNTA TORX BE-8940 T40,UN,TALLER,TAL,HERRAMIENTAS,HER
10055,DESTORNILLADORES PLANO 6 MM X 180MM,UN,TALLER,TAL,HERRAMIENTAS,HER
10430,DIFUSOR MIG 25 PORTA PUNTA DE CONTACTO,UN,TALLER,TAL,SOLDADURA,SOL
3,DIFUSOR VESPEL,UN,TALLER,TAL,FERRETERIA,FER
10550,"DISCO DE 4 "" FLAP (MARCA TYROLIT)",UN,TALLER,TAL,FERRETERIA,FER
10276,DISCO DE AMOLAR Nº 27-178 X 7 X 22.2,UN,TALLER,TAL,CORTE Y ABRASIVOS,CYA
10488,"DISCO DE CORTE 178 x 3,2 x 22,2",UN,TALLER,TAL,CONSUMIBLES,CSM
10542,"DISCOS DE 4"" DE CORTE (MARCA TYROLIT",UN,TALLER,TAL,FERRETERIA,FER
10543,"DISCOS DE 4"" DE DESBASTE (MARCA TYROLIT",UN,TALLER,TAL,FERRETERIA,FER
10032,"DISCOS DE AMOLAR 9""X1/4X7/8",UN,TALLER,TAL,CORTE Y ABRASIVOS,CYA
10031,"DISCOS DE AMOLAR 9""X1/8X7/8",UN,TALLER,TAL,CORTE Y ABRASIVOS,CYA
10069,DISCOS DE CORTE PARA AMOLADORA CHICA,UN,TALLER,TAL,CONSUMIBLES,CSM
10033,DISCOS P/AMOLADORA ANGULAR P/AMOLAR 4 1/2 X 1 1/4 X 7/8,UN,TALLER,TAL,CONSUMIBLES,CSM
10491,"DISCOS DE AMOLAR 7""X1/4X7/8",UN,TALLER,TAL,CORTE Y ABRASIVOS,CYA
10489,"DISCOS DE AMOLAR 7""X1/8X7/8",UN,TALLER,TAL,CORTE Y ABRASIVOS,CYA
7,DISTANCIADOR CORTE MANUAL,UN,TALLER,TAL,CORTE Y ABRASIVOS,CYA
10411,DISYUNTOR,UN,TALLER,TAL,ELECTRICIDAD,ELE
10512,"DOBLADORA DE CAÑOS (1/2"" - 5/8"")",UN,TALLER,TAL,HIERROS,HIE
10024,DOCENAS DE GUANTES PARA SOLDAR,DC,TALLER,TAL,FERRETERIA,FER
2,ELECTRODO LARGA DURACION,UN,TALLER,TAL,SOLDADURA,SOL
10391,ELECTRODOS,KG,TALLER,TAL,SOLDADURA,SOL
10152,ELEMENTO F. SEPARADOR 13033-1 CETEC,UN,TALLER,TAL,FERRETERIA,FER
10527,ENCHUFE ENGANCHE MACHO / HEMBRA,UN,TALLER,TAL,ELECTRICIDAD,ELE
10164,ENCHUFE MONOFASICO,UN,TALLER,TAL,ELECTRICIDAD,ELE
10409,ENCHUFE MONOFASICO PATAS PLANAS,UN,TALLER,TAL,ELECTRICIDAD,ELE
10146,ENCHUFE TRIFASICO HEMBRA PARA TABLERO,UN,TALLER,TAL,ELECTRICIDAD,ELE
10058,ENCHUFES HEMBRA TIPO SETECK TRFASICO 4 PATAS,UN,TALLER,TAL,FERRETERIA,FER
10057,ENCHUFES MACHO TIPO SETECK TRFASICO 4 PATAS,UN,TALLER,TAL,FERRETERIA,FER
10403,ENGRASADOR DE PIE PEX 3 KGS.,UN,TALLER,TAL,FERRETERIA,FER
