codigo_softland,descripcion,unidad_medida,rubro,prefijo_rubro,subrubro,prefijo_subrubro
6582,LATAS X 1/2,UN,TALLER,TAL,FERRETERIA,FER
6583,LATAS X 1/4,UN,TALLER,TAL,FERRETERIA,FER
6513,LC - C SHINE (DETERGENTE LIKI CAR),LT,TALLER,TAL,FERRETERIA,FER
6514,LC - K (CUSTOM),LT,TALLER,TAL,FERRETERIA,FER
6512,LC Clear limpia vidrios,LT,TALLER,TAL,VIDRIOS,VID
4166,LECHE EN POLVO EN SOBRE,UN,TALLER,TAL,FERRETERIA,FER
2089,LECTOR METROLOGIC MS9520,UN,TALLER,TAL,FERRETERIA,FER
4162,LECTORA CD/DVD,UN,TALLER,TAL,FERRETERIA,FER
4102,LECTORAS CD,UN,TALLER,TAL,FERRETERIA,FER
229,LED,UN,TALLER,TAL,ELECTRICIDAD,ELE
3064,LENTE FARO 1035,UN,TALLER,TAL,ELECTRICIDAD,ELE
2034,LENTES BANQUINEROS,UN,TALLER,TAL,FERRETERIA,FER
2035,LENTES TRASEROS,UN,TALLER,TAL,FERRETERIA,FER
6745,LIJA AL AGUA 2000 3 M,UN,TALLER,TAL,CORTE Y ABRASIVOS,CYA
2062,LIJA AL AGUA 120 3 M,UN,TALLER,TAL,CORTE Y ABRASIVOS,CYA
6629,LIJADORA ROTORBITAL,UN,TALLER,TAL,CORTE Y ABRASIVOS,CYA
6571,LIJAS AL AGUA 1000,UN,TALLER,TAL,CORTE Y ABRASIVOS,CYA
6584,LIJAS AL AGUA 1200,UN,TALLER,TAL,CORTE Y ABRASIVOS,CYA
6572,LIJAS AL AGUA 2500,UN,TALLER,TAL,CORTE Y ABRASIVOS,CYA
6604,LIJAS AL AGUA 320,UN,TALLER,TAL,CORTE Y ABRASIVOS,CYA
6603,LIJAS AL AGUA 400,UN,TALLER,TAL,CORTE Y ABRASIVOS,CYA
6602,LIJAS AL AGUA 600,UN,TALLER,TAL,CORTE Y ABRASIVOS,CYA
6605,LIJAS EN SECO 120,UN,TALLER,TAL,CORTE Y ABRASIVOS,CYA
6659,LIJAS EN SECO 1200,UN,TALLER,TAL,CORTE Y ABRASIVOS,CYA
6606,LIJAS EN SECO 220,UN,TALLER,TAL,CORTE Y ABRASIVOS,CYA
6646,LINTERNA,UN,TALLER,TAL,FERRETERIA,FER
6524,LINTERNA EV.CUERPO GOMA R221 2 ELEM.CHIC,UN,TALLER,TAL,FERRETERIA,FER
8014,LIQUIDO HIDRAULICO BP 46,LT,TALLER,TAL,ACEITES,ACE
8023,LLANTA ARTILLERA SIN CAMARA 22.5,UN,TALLER,TAL,LLANTAS,LLA
8028,"LLANTA A DISCO 10 AGUJEROS SIN CAMARA 17.5 X 6,75",UN,TALLER,TAL,LLANTAS,LLA
8020,LLANTA A DISCO 10 AGUJEROS SIN CAMARA 22.5 X 7.5,UN,TALLER,TAL,LLANTAS,LLA
222,LLAVE,UN,TALLER,TAL,HERRAMIENTAS,HER
6663,"LLAVE AJUSTABLE BREMEN 10""",UN,TALLER,TAL,HERRAMIENTAS,HER
6538,"LLAVE AJUSTABLE BREMEN 12""",UN,TALLER,TAL,HERRAMIENTAS,HER
6619,LLAVE COMBINADA BAHCO PU 10,UN,TALLER,TAL,HERRAMIENTAS,HER
6620,LLAVE COMBINADA BAHCO PU 13,UN,TALLER,TAL,HERRAMIENTAS,HER
6631,LLAVE COMBINADA BAHCO PU 14,UN,TALLER,TAL,HERRAMIENTAS,HER
6632,LLAVE COMBINADA BAHCO PU 15,UN,TALLER,TAL,HERRAMIENTAS,HER
6633,LLAVE COMBINADA BAHCO PU 16,UN,TALLER,TAL,HERRAMIENTAS,HER
6634,LLAVE COMBINADA BAHCO PU 17,UN,TALLER,TAL,HERRAMIENTAS,HER
6687,LLAVE COMBINADA BAHCO PU 18,UN,TALLER,TAL,HERRAMIENTAS,HER
6618,LLAVE COMBINADA BAHCO PU 8,UN,TALLER,TAL,HERRAMIENTAS,HER
6667,LLAVE COMBINADA BREMEN 1/2,UN,TALLER,TAL,HERRAMIENTAS,HER
6669,LLAVE COMBINADA BREMEN 11/16,UN,TALLER,TAL,HERRAMIENTAS,HER
6668,LLAVE COMBINADA BREMEN 3/4,UN,TALLER,TAL,HERRAMIENTAS,HER
6670,LLAVE COMBINADA BREMEN 3/8,UN,TALLER,TAL,HERRAMIENTAS,HER
6666,LLAVE COMBINADA BREMEN 5/8,UN,TALLER,TAL,HERRAMIENTAS,HER
6671,LLAVE COMBINADA BREMEN 7/16,UN,TALLER,TAL,HERRAMIENTAS,HER
6672,LLAVE COMBINADA BREMEN 9/16,UN,TALLER,TAL,HERRAMIENTAS,HER
6689,LLAVE CRIQUE ENC 3/8-203MM,UN,TALLER,TAL,HERRAMIENTAS,HER
2091,LLAVE CRIQUET NEUMATICA 1/2,UN,TALLER,TAL,HERRAMIENTAS,HER
6704,LLAVE T-TORX T-25,UN,TALLER,TAL,HERRAMIENTAS,HER
6705,LLAVE T-TORX T-30,UN,TALLER,TAL,HERRAMIENTAS,HER
6706,LLAVE T-TORX T-40,UN,TALLER,TAL,HERRAMIENTAS,HER
6707,LLAVE T-TORX T-45,UN,TALLER,TAL,HERRAMIENTAS,HER
6757,LLAVE TUBO,UN,TALLER,TAL,HIERROS,HIE
6748,LLAVE TUBO CON ENCASTRE 3/8 X 13MM,UN,TALLER,TAL,HIERROS,HIE
2095,LLAVEROS DE GOMA,UN,TALLER,TAL,HERRAMIENTAS,HER
211,LLAVEROS DE IDENTIFICACION,UN,TALLER,TAL,HERRAMIENTAS,HER
2100,LONA PARA DIMATRA COLA LARGA,UN,TALLER,TAL,LONAS,LON
3021,LTS DE ACEITE VALVOLINE,LT,TALLER,TAL,ACEITES,ACE
100,LUBRICANTES / GRASAS,UN,TALLER,TAL,ACEITES,ACE
101,LUBRICANTES / GRASAS,UN,TALLER,TAL,ACEITES,ACE
102,LUBRICANTES / GRASAS,UN,TALLER,TAL,ACEITES,ACE
103,LUBRICANTES / GRASAS,UN,TALLER,TAL,ACEITES,ACE
104,LUBRICANTES / GRASAS,UN,TALLER,TAL,ACEITES,ACE
105,LUBRICANTES / GRASAS,UN,TALLER,TAL,ACEITES,ACE
106,LUBRICANTES / GRASAS,UN,TALLER,TAL,ACEITES,ACE
107,LUBRICANTES / GRASAS,UN,TALLER,TAL,ACEITES,ACE
108,LUBRICANTES / GRASAS,UN,TALLER,TAL,ACEITES,ACE
109,LUBRICANTES / GRASAS,UN,TALLER,TAL,ACEITES,ACE
110,LUBRICANTES / GRASAS,UN,TALLER,TAL,ACEITES,ACE
111,LUBRICANTES / GRASAS,UN,TALLER,TAL,ACEITES,ACE
112,LUBRICANTES / GRASAS,UN,TALLER,TAL,ACEITES,ACE
113,LUBRICANTES / GRASAS,UN,TALLER,TAL,ACEITES,ACE
114,LUBRICANTES / GRASAS,UN,TALLER,TAL,ACEITES,ACE
115,LUBRICANTES / GRASAS,UN,TALLER,TAL,ACEITES,ACE
116,LUBRICANTES / GRASAS,UN,TALLER,TAL,ACEITES,ACE
117,LUBRICANTES / GRASAS,UN,TALLER,TAL,ACEITES,ACE
118,LUBRICANTES / GRASAS,UN,TALLER,TAL,ACEITES,ACE
119,LUBRICANTES / GRASAS,UN,TALLER,TAL,ACEITES,ACE
120,LUBRICANTES / GRASAS,UN,TALLER,TAL,ACEITES,ACE
121,LUBRICANTES / GRASAS,UN,TALLER,TAL,ACEITES,ACE
122,LUBRICANTES / GRASAS,UN,TALLER,TAL,ACEITES,ACE
123,LUBRICANTES / GRASAS,UN,TALLER,TAL,ACEITES,ACE
124,LUBRICANTES / GRASAS,UN,TALLER,TAL,ACEITES,ACE
125,LUBRICANTES / GRASAS,UN,TALLER,TAL,ACEITES,ACE
126,LUBRICANTES / GRASAS,UN,TALLER,TAL,ACEITES,ACE
127,LUBRICANTES / GRASAS,UN,TALLER,TAL,ACEITES,ACE
128,LUBRICANTES / GRASAS,UN,TALLER,TAL,ACEITES,ACE
129,LUBRICANTES / GRASAS,UN,TALLER,TAL,ACEITES,ACE
130,LUBRICANTES / GRASAS,UN,TALLER,TAL,ACEITES,ACE
131,LUBRICANTES / GRASAS,UN,TALLER,TAL,ACEITES,ACE
132,LUBRICANTES / GRASAS,UN,TALLER,TAL,ACEITES,ACE
133,LUBRICANTES / GRASAS,UN,TALLER,TAL,ACEITES,ACE
134,LUBRICANTES / GRASAS,UN,TALLER,TAL,ACEITES,ACE
135,LUBRICANTES / GRASAS,UN,TALLER,TAL,ACEITES,ACE
136,LUBRICANTES / GRASAS,UN,TALLER,TAL,ACEITES,ACE
137,LUBRICANTES / GRASAS,UN,TALLER,TAL,ACEITES,ACE
138,LUBRICANTES / GRASAS,UN,TALLER,TAL,ACEITES,ACE
139,LUBRICANTES / GRASAS,UN,TALLER,TAL,ACEITES,ACE
140,LUBRICANTES / GRASAS,UN,TALLER,TAL,ACEITES,ACE
141,LUBRICANTES / GRASAS,UN,TALLER,TAL,ACEITES,ACE
142,LUBRICANTES / GRASAS,UN,TALLER,TAL,ACEITES,ACE
143,LUBRICANTES / GRASAS,UN,TALLER,TAL,ACEITES,ACE
144,LUBRICANTES / GRASAS,UN,TALLER,TAL,ACEITES,ACE
145,LUBRICANTES / GRASAS,UN,TALLER,TAL,ACEITES,ACE
146,LUBRICANTES / GRASAS,UN,TALLER,TAL,ACEITES,ACE
147,LUBRICANTES / GRASAS,UN,TALLER,TAL,ACEITES,ACE
148,LUBRICANTES / GRASAS,UN,TALLER,TAL,ACEITES,ACE
149,LUBRICANTES / GRASAS,UN,TALLER,TAL,ACEITES,ACE
150,LUBRICANTES / GRASAS,UN,TALLER,TAL,ACEITES,ACE
151,LUBRICANTES / GRASAS,UN,TALLER,TAL,ACEITES,ACE
152,LUBRICANTES / GRASAS,UN,TALLER,TAL,ACEITES,ACE
153,LUBRICANTES / GRASAS,UN,TALLER,TAL,ACEITES,ACE
154,LUBRICANTES / GRASAS,UN,TALLER,TAL,ACEITES,ACE
155,LUBRICANTES / GRASAS,UN,TALLER,TAL,ACEITES,ACE
156,LUBRICANTES / GRASAS,UN,TALLER,TAL,ACEITES,ACE
157,LUBRICANTES / GRASAS,UN,TALLER,TAL,ACEITES,ACE
158,LUBRICANTES / GRASAS,UN,TALLER,TAL,ACEITES,ACE
159,LUBRICANTES / GRASAS,UN,TALLER,TAL,ACEITES,ACE
160,LUBRICANTES / GRASAS,UN,TALLER,TAL,ACEITES,ACE
161,LUBRICANTES / GRASAS,UN,TALLER,TAL,ACEITES,ACE
162,LUBRICANTES / GRASAS,UN,TALLER,TAL,ACEITES,ACE
163,LUBRICANTES / GRASAS,UN,TALLER,TAL,ACEITES,ACE
164,LUBRICANTES / GRASAS,UN,TALLER,TAL,ACEITES,ACE
165,LUBRICANTES / GRASAS,UN,TALLER,TAL,ACEITES,ACE
166,LUBRICANTES / GRASAS,UN,TALLER,TAL,ACEITES,ACE
167,LUBRICANTES / GRASAS,UN,TALLER,TAL,ACEITES,ACE
8037,Luces para cascos delantera color blanca a baterias,UN,TALLER,TAL,EPP,EPP
8038,Luces para cascos trasera color roja a baterias,UN,TALLER,TAL,EPP,EPP
3082,M9 E. FILTRO DE ACEITE OM 906 LA.,UN,TALLER,TAL,FILTROS,FIL
3083,M9 E. FILTRO DE COMBUSTIBLE OM 904 LA (ex 1251).,UN,TALLER,TAL,FILTROS,FIL
3084,M9 TRAMPA DE AGUA TAZA CHICA,UN,TALLER,TAL,FERRETERIA,FER
2115,MALACATES,UN,TALLER,TAL,FERRETERIA,FER
2018,MAMELUCOS TERMICOS,UN,TALLER,TAL,ROPA,ROP
6712,MANGO ARTICULADO ENC 1/4,UN,TALLER,TAL,FERRETERIA,FER
223,MANGUERA,MT,TALLER,TAL,MANGUERAS,MAN
6779,MAQUINA CONTADORA DE BILLETES,UN,TALLER,TAL,HERRAMIENTAS,HER
3036,MAQUINA LEVANTA CRISTALES,UN,TALLER,TAL,VIDRIOS,VID
3086,MAQUINA PORTA CINTA DE EMBALAR (PROFESIONAL),UN,TALLER,TAL,HERRAMIENTAS,HER
6701,MARTILLO MSDC DINAMICO ENC 1/4,UN,TALLER,TAL,HERRAMIENTAS,HER
6640,MASCARA DE PINTOR 3M,UN,TALLER,TAL,EPP,EPP
6607,MASILLA STOPPER,UN,TALLER,TAL,PINTURA,PIN
6649,MASILLAS PUTYY,UN,TALLER,TAL,PINTURA,PIN
2000,MATAFUEGO,UN,TALLER,TAL,EPP,EPP
6753,MATAFUEGO ABC 10 KG.,UN,TALLER,TAL,EPP,EPP
6542,MATAFUEGO ABC 5 KG.,UN,TALLER,TAL,EPP,EPP
2003,MATAFUEGO DE POLVO DE 10 KG,UN,TALLER,TAL,EPP,EPP
6539,MATAFUEGO Halotron de 5Kgs,UN,TALLER,TAL,EPP,EPP
4165,MATE COCIDO,UN,TALLER,TAL,FERRETERIA,FER
4124,MAXI FUSIBLES,UN,TALLER,TAL,ELECTRICIDAD,ELE
4128,"MAXI FUSIBLES, 50 AMPERES TIPO FICHA",UN,TALLER,TAL,ELECTRICIDAD,ELE
2019,MEDIAS TERMICAS PARA CAMARA DE FRIO,UN,TALLER,TAL,CUBIERTAS,CUB
3078,MEGAFONOS,UN,TALLER,TAL,FERRETERIA,FER
4161,MEMORIA DDR 1 GB,UN,TALLER,TAL,FERRETERIA,FER
235,MENSULA,UN,TALLER,TAL,FERRETERIA,FER
4004,Mo. Melaminica ancho 80 x h 40 x prof. 35 cm. con puerta rebatible,UN,TALLER,TAL,FERRETERIA,FER
4005,"Moch. puer. rebat. mel.. A:80xh40xprof.35cm., c/est. p/pan flow 160 cm",UN,TALLER,TAL,FERRETERIA,FER
2056,MOJADEDOS,UN,TALLER,TAL,FERRETERIA,FER
4154,"MONITOR LCD 17 """,UN,TALLER,TAL,FERRETERIA,FER
4156,"MONITOR LCD 17 "" SAMSUNG",UN,TALLER,TAL,FERRETERIA,FER
4155,"MONITOR LCD 19 """,UN,TALLER,TAL,FERRETERIA,FER
3035,MOTOR DE ARRANQUE,UN,TALLER,TAL,ELECTRICIDAD,ELE
6511,NUMEROS,UN,TALLER,TAL,FERRETERIA,FER
3038,OPTICA,UN,TALLER,TAL,FERRETERIA,FER
2110,PALA,UN,TALLER,TAL,FERRETERIA,FER
7003,PALANCA DE FUERZA,UN,TALLER,TAL,PALANCAS,PAL
6589,PALANCA ESCALADORA,UN,TALLER,TAL,PALANCAS,PAL
6590,PALANCA MONTAJE,UN,TALLER,TAL,PALANCAS,PAL
3012,PALETA DE VENTILADOR FORD CARGO 1831,UN,TALLER,TAL,FERRETERIA,FER
6738,PAÑO AMARILLO CHICO PPG,UN,TALLER,TAL,CORTE Y ABRASIVOS,CYA
6724,PAÑO DE LANA 3M,UN,TALLER,TAL,CORTE Y ABRASIVOS,CYA
6737,PAÑO DE LANA CHICO,UN,TALLER,TAL,CORTE Y ABRASIVOS,CYA
6739,PAÑO NEGRE CHICO PPG,UN,TALLER,TAL,CORTE Y ABRASIVOS,CYA
6570,PAÑOS 5711,UN,TALLER,TAL,CORTE Y ABRASIVOS,CYA
6656,PAÑOS 5725 3 M,UN,TALLER,TAL,CORTE Y ABRASIVOS,CYA
6624,Paños Espuma x 2 Un,UN,TALLER,TAL,CORTE Y ABRASIVOS,CYA
4011,PAPEL HIGIENICO,CJ,TALLER,TAL,FERRETERIA,FER
2079,PAQUETE DE ESTOPA,UN,TALLER,TAL,FERRETERIA,FER
3037,PARABRISAS,UN,TALLER,TAL,VIDRIOS,VID
2043,PARCHES,UN,TALLER,TAL,FERRETERIA,FER
6721,Pasad.curvo 16 Larg.27,UN,TALLER,TAL,FERRETERIA,FER
6613,PASTA 3 M,UN,TALLER,TAL,CORTE Y ABRASIVOS,CYA
6615,PASTA 3 M 51056,UN,TALLER,TAL,CORTE Y ABRASIVOS,CYA
2060,PASTA 3 M 5974,UN,TALLER,TAL,CORTE Y ABRASIVOS,CYA
6654,PASTA 5974 3 M,UN,TALLER,TAL,CORTE Y ABRASIVOS,CYA
6655,PASTA 5991 3 M,UN,TALLER,TAL,CORTE Y ABRASIVOS,CYA
6625,Pasta 6060,UN,TALLER,TAL,CORTE Y ABRASIVOS,CYA
6626,Pasta 6064,UN,TALLER,TAL,CORTE Y ABRASIVOS,CYA
6627,Pasta 6066,UN,TALLER,TAL,CORTE Y ABRASIVOS,CYA
2092,PASTA PARA GRABADO DE CRISTALES,UN,TALLER,TAL,VIDRIOS,VID
4158,PC EXO READY CLN R,UN,TALLER,TAL,FERRETERIA,FER
2085,PECHERAS REFLEXTIVAS,UN,TALLER,TAL,FERRETERIA,FER
225,PEGAMENTO,UN,TALLER,TAL,FERRETERIA,FER
6682,PEGAMENTO EN BARRA,UN,TALLER,TAL,HIERROS,HIE
233,PERFIL,MT,TALLER,TAL,HIERROS,HIE
6638,PERLA PRLX1,UN,TALLER,TAL,FERRETERIA,FER
6599,"PERNOS ENCHUFE INSTANTAIRE 1/4"" BSPT 411",UN,TALLER,TAL,PERNOS,PER
2111,PICO,UN,TALLER,TAL,FERRETERIA,FER
4,PIEDRA ABSORVENTE GRANULADO INDUSTRIAL,UN,TALLER,TAL,CORTE Y ABRASIVOS,CYA
6525,PILAS AA,UN,TALLER,TAL,FERRETERIA,FER
6759,PINCEL GRANDE,UN,TALLER,TAL,PINTURA,PIN
2061,PINCEL NRO. 10 CHICOS,UN,TALLER,TAL,PINTURA,PIN
6726,PINCEL OLEO Nº0,UN,TALLER,TAL,PINTURA,PIN
6680,Pincel s.22 nº20,UN,TALLER,TAL,PINTURA,PIN
2078,PINCELES MEDIANOS,UN,TALLER,TAL,PINTURA,PIN
6630,PINTURA AMARILLA X 4LTS,LT,TALLER,TAL,PINTURA,PIN
6761,PINTURA EPOXI,UN,TALLER,TAL,PINTURA,PIN
2047,PINTURA EPOXI GRIS 4 LTS.,UN,TALLER,TAL,PINTURA,PIN
6678,Pintura vial amarilla venier x20L,UN,TALLER,TAL,PINTURA,PIN
6575,PINZA ALICATE BAHCO ART2121/6I,UN,TALLER,TAL,HERRAMIENTAS,HER
6521,PINZA MULTIFIX BAHCO ART. 224/F MP,UN,TALLER,TAL,HERRAMIENTAS,HER
6508,"PINZA PICO LORO CROSSMAN 10"" 997 04 28",UN,TALLER,TAL,HERRAMIENTAS,HER
6522,PINZA PUNTA C/LATERAL BAHCO ART2430-160I,UN,TALLER,TAL,HERRAMIENTAS,HER
6708,PINZA SACABOLLO BERTOL C/ BARRAS,UN,TALLER,TAL,HIERROS,HIE
6523,PINZA UNIVERSAL,UN,TALLER,TAL,HERRAMIENTAS,HER
2098,PIRELLI 195/60 R 15,UN,TALLER,TAL,FERRETERIA,FER
6617,PISTOLA AIRE CALIENTE,UN,TALLER,TAL,FERRETERIA,FER
6596,Pistola P/Aplicación,UN,TALLER,TAL,FERRETERIA,FER
3089,PIZARRA,UN,TALLER,TAL,FERRETERIA,FER
6548,PLANCHA DE GOMA ESPUMA 2000X1000X50MM,UN,TALLER,TAL,FERRETERIA,FER
3051,"plato enganche Tormecan 2""",UN,TALLER,TAL,FERRETERIA,FER
8001,POLARIZADO,UN,TALLER,TAL,FERRETERIA,FER
6727,POLICAR ALVEOLAR CRISTAL 6MM,UN,TALLER,TAL,VIDRIOS,VID
6530,PORTA CUCHILLA FIJA STANLEY 10-299,UN,TALLER,TAL,FERRETERIA,FER
4127,PORTA FUSIBLES AEREOS TIPO FICHA,UN,TALLER,TAL,ELECTRICIDAD,ELE
4123,PORTA FUSIBLES AEREOS TIPO FICHA,UN,TALLER,TAL,ELECTRICIDAD,ELE
6777,PORTA LAMPARA,UN,TALLER,TAL,ELECTRICIDAD,ELE
4129,"PORTA MAXI FUSIBLE 50 AMPERES, TIPO FICHA",UN,TALLER,TAL,ELECTRICIDAD,ELE
4125,PORTA MAXI FUSIBLES,UN,TALLER,TAL,ELECTRICIDAD,ELE
2009,PORTADOCUMENTOS CON IMPRESION A UN COLOR,UN,TALLER,TAL,FERRETERIA,FER
6733,POXI-RAN,UN,TALLER,TAL,FERRETERIA,FER
6594,PPG Primer en Aerosol,UN,TALLER,TAL,PINTURA,PIN
6747,PRECINTOS 3.60X140MM,UN,TALLER,TAL,BULONERIA,BUL
6710,PRECINTOS 3.6X 150/200MM,UN,TALLER,TAL,CONSUMIBLES,CSM
6711,PRECINTOS 4.8X180MM,UN,TALLER,TAL,BULONERIA,BUL
4202,PRECINTOS METALICOS NUMERADOS,UN,TALLER,TAL,BULONERIA,BUL
7000,PRECURADO CONVENCIONAL 900 X 20,UN,TALLER,TAL,FERRETERIA,FER
214,PRENSA CABLE,UN,TALLER,TAL,ELECTRICIDAD,ELE
2063,PRIMER 839 X 3 LTS.,UN,TALLER,TAL,FERRETERIA,FER
6614,PRIMER 839X 3.5 LTS,UN,TALLER,TAL,FERRETERIA,FER
6741,PRLX 5,UN,TALLER,TAL,FERRETERIA,FER
4017,PRODUCTOS FARMACIA C/I,UN,TALLER,TAL,FERRETERIA,FER
4016,PRODUCTOS FARMACIA S/I,UN,TALLER,TAL,FERRETERIA,FER
6801,PROTECTOR EN GOMA GANCHO REMOLQUE 115X115 C/CINTA,UN,TALLER,TAL,FERRETERIA,FER
6503,PROTECTOR FACIAL,UN,TALLER,TAL,EPP,EPP
6534,PROTECTOR LUMBAR MAXIMO ESFUERZO,UN,TALLER,TAL,FERRETERIA,FER
3068,PROTECTOR PARA CAMARA,UN,TALLER,TAL,CUBIERTAS,CUB
2005,PROTECTOR VIGIA MOTOR GN 155,UN,TALLER,TAL,REPUESTOS,RPU
206,PROYECTORES EXTERIOR 500W MERCURIO HALOGENADO CON EQUIPO EXTERIOR,UN,TALLER,TAL,FERRETERIA,FER
6774,PSION OMNII EP-10,UN,TALLER,TAL,FERRETERIA,FER
6623,PULIDORA NEUMATICA,UN,TALLER,TAL,FERRETERIA,FER
6728,PULIDORA NEUMATICA,UN,TALLER,TAL,FERRETERIA,FER
6574,PULVERIZADOR EFAC P 1000 1 LTS A GATILLO,UN,TALLER,TAL,FERRETERIA,FER
2069,RADIADOR PARA CAMION FORD 1722,UN,TALLER,TAL,REPUESTOS,RPU
2068,RADIADOR PARA CAMION FORD 1831,UN,TALLER,TAL,REPUESTOS,RPU
2071,RADIADOR PARA CAMION M.BENZ ATEGO,UN,TALLER,TAL,REPUESTOS,RPU
2070,RADIADOR PARA CAMION RENAULT MIDLUM 300,UN,TALLER,TAL,REPUESTOS,RPU
2073,RADIADOR PARA VOLKSWAGEN 17-220,UN,TALLER,TAL,REPUESTOS,RPU
2072,RADIADOR PARA VOLKSWAGEN 18-310,UN,TALLER,TAL,REPUESTOS,RPU
8013,RAMPA DE NIVELACION DE 1200 MM DE LARGO X 720 DE ANCHO,MT,TALLER,TAL,GUIAS RAMPAS Y PECHO,GRP
4048,RECAPADO 215/75 R22.5 LINEAL,UN,TALLER,TAL,CUBIERTAS,CUB
3046,RECAPADO 255/70R22.5 lineal,UN,TALLER,TAL,CUBIERTAS,CUB
3030,RECAPADO 275/70R22.5 lineal,UN,TALLER,TAL,CUBIERTAS,CUB
4046,RECAPADO 275/80R22.5 de taco,UN,TALLER,TAL,TACOS,TAC
4047,RECAPADO 275/80R22.5 LINEAL,UN,TALLER,TAL,CUBIERTAS,CUB
4045,RECAPADO 295/80/22.5 de taco,UN,TALLER,TAL,TACOS,TAC
8009,RECAPADO CUBIERTA 900/20 LINEAL,UN,TALLER,TAL,CUBIERTAS,CUB
927,RECAPADO 275/80/22.5 LINEAL VM503L FORESTAL,UN,TALLER,TAL,CUBIERTAS,CUB
910,RECAPADO 295/80/22.5 de taco VDY FORESTAL,UN,TALLER,TAL,TACOS,TAC
8033,RECAPADO 295/80/22.5 LINEAL,UN,TALLER,TAL,CUBIERTAS,CUB
909,RECAPADO 295/80/22.5 LINEAL VM503L FORESTAL,UN,TALLER,TAL,CUBIERTAS,CUB
8015,RECARGA DE MATAFUEGO,UN,TALLER,TAL,EPP,EPP
4025,Receptor de Video color compuesto para Fibra Óptica Multimodo. Marca IFS modelo VR1000,UN,TALLER,TAL,FERRETERIA,FER
6647,REGLAS MEDICION,UN,TALLER,TAL,FERRETERIA,FER
3022,REGULAR VALVULAS,UN,TALLER,TAL,VALVULAS,VAL
2112,RELOJ MARCA COMODIN 20 LBS,UN,TALLER,TAL,FERRETERIA,FER
2093,REMACHADORA P/ TUERCAS REMACHABLES,UN,TALLER,TAL,BULONERIA,BUL
2027,REMACHES,UN,TALLER,TAL,BULONERIA,BUL
4152,Remeras ML BASE BLANCA,UN,TALLER,TAL,ROPA,ROP
6698,REP P/CUTTER X 10UNID,UN,TALLER,TAL,FERRETERIA,FER
3075,REPARACION RADIAL PARCHE RAC-35,UN,TALLER,TAL,REPUESTOS,RPU
3043,REPARACION RADIAL PARCHE RAC-45,UN,TALLER,TAL,REPUESTOS,RPU
3045,REPARACION RADIAL PARCHE TL 110,UN,TALLER,TAL,REPUESTOS,RPU
3044,REPARACION RADIAL PARCHE TL 120,UN,TALLER,TAL,REPUESTOS,RPU
3057,REPARACION RADIAL PARCHE TL 140,UN,TALLER,TAL,REPUESTOS,RPU
3058,REPARACION RADIAL PARCHE TL 142,UN,TALLER,TAL,REPUESTOS,RPU
3059,REPARACION RADIAL PARCHE TL 144,UN,TALLER,TAL,REPUESTOS,RPU
3088,RESMAS A/4,UN,TALLER,TAL,FERRETERIA,FER
6587,RETIRO DE THINNER,LT,TALLER,TAL,PINTURA,PIN
2052,RIELES LOGISTICOS PARA FIJACION DE CARGA,UN,TALLER,TAL,FERRETERIA,FER
6734,ROCIADORES PLASTICOS CHICOS,UN,TALLER,TAL,FERRETERIA,FER
3091,RODAMIENTOS PARA ZORRA ELECTRICA,UN,TALLER,TAL,RODAMIENTOS,ROD
6763,RODILLO,UN,TALLER,TAL,PINTURA,PIN
6679,Rodillo epoxi nº22,UN,TALLER,TAL,PINTURA,PIN
2049,RODILLOS (PELO CORDERITO),UN,TALLER,TAL,PINTURA,PIN
226,ROLLO,UN,TALLER,TAL,FERRETERIA,FER
4203,ROLLO DE MEMBRANA ADHESIVA ASFALTICA C/ALUMINIO 25Cm x 10 Mts,UN,TALLER,TAL,FERRETERIA,FER
6515,Rollo de Papel de enmascarar 3M 90x228,UN,TALLER,TAL,FERRETERIA,FER
2066,ROLLO DE PAPEL ENMASCARAR X 1 M / 3 M,UN,TALLER,TAL,FERRETERIA,FER
6740,ROLLO LIJA ESTRELLA 1500 3 M,UN,TALLER,TAL,CORTE Y ABRASIVOS,CYA
3097,ROLLOS DE BOLSA DE NYLON TRANSPARENTE DE 25 * 35,UN,TALLER,TAL,FERRETERIA,FER
4201,ROLLOS DE CARTON CORRUGADO,UN,TALLER,TAL,FERRETERIA,FER
4113,ROUTER INALAMBRICO PARA CONEXCION INTERNET,UN,TALLER,TAL,FERRETERIA,FER
6592,SELLADOR CARROCERIAS,UN,TALLER,TAL,FERRETERIA,FER
2041,SELLADOR DE SILICONAS,UN,TALLER,TAL,FERRETERIA,FER
2006,SEPARADOR STANDARD SIN RETORNO DE AIRE,UN,TALLER,TAL,FERRETERIA,FER
3040,SERVICE 30.000 KM,UN,TALLER,TAL,FERRETERIA,FER
3041,SERVICE 60.000 KM,UN,TALLER,TAL,FERRETERIA,FER
3042,SERVICE 90.000 KM,UN,TALLER,TAL,FERRETERIA,FER
2038,SERVICE FANGIO,UN,TALLER,TAL,FERRETERIA,FER
2039,SERVICIOS FERREYRA,UN,TALLER,TAL,FERRETERIA,FER
2040,SERVICIOS FORCAM,UN,TALLER,TAL,FERRETERIA,FER
4028,SILLAS,UN,TALLER,TAL,FERRETERIA,FER
3077,SILVATOS,UN,TALLER,TAL,FERRETERIA,FER
